GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°),
51.97884,-2.126464,64,21.1,10,186.7,,14 / 24,2415345,2019-08-16 12:09:39:714,0.4143,-0.2179,9.6768,0.0253,-0.0112,9.8066,0.0149,-0.0618,-0.0011,-28.77,6.87,5.02,193.68,4.13,-0.57
51.97884,-2.126464,64,21.1,10,186.7,,14 / 24,2415445,2019-08-16 12:09:39:814,-0.2281,0.5127,9.8478,0.0114,0.0125,9.8066,0.0128,-0.048,0.0149,-28.77,6.87,5.02,193.68,4.13,-0.57
51.97884,-2.126464,64,21.1,10,186.7,,14 / 24,2415545,2019-08-16 12:09:39:914,-0.1462,0.4835,9.2124,0.0082,0.0198,9.8066,-0.0053,0.0213,0.0106,-28.56,7.35,5.52,193.68,4.13,-0.57
51.97884,-2.126464,64,21.1,10,186.7,,14 / 24,2415645,2019-08-16 12:09:40:014,-0.3757,0.3555,10.403,-0.0346,0.0403,9.8065,0.0117,-0.0096,-0.0054,-28.31,7.82,6.09,196.14,4.2,-0.47
51.97884,-2.126464,64,21.1,10,186.7,,14 / 24,2415745,2019-08-16 12:09:40:114,-0.1315,0.0238,9.9266,-0.0199,0.008,9.8066,0.033,0.0223,-0.0181,-28.61,7.23,5.43,193.74,4.07,-0.19
51.97884,-2.126464,64,21.1,10,186.7,,14 / 24,2415845,2019-08-16 12:09:40:214,-0.1397,0.057,10.2456,-0.0381,0.0088,9.8066,-0.0138,-0.016,0.0149,-28.43,7.85,5.49,193.74,4.07,-0.19
51.97884,-2.126464,64,21.1,10,186.7,,14 / 24,2415945,2019-08-16 12:09:40:314,-0.183,-0.0769,9.6048,-0.0141,-0.0133,9.8066,-0.0309,-0.0256,0.0074,-28.54,7.35,5.61,193.77,3.87,-0.08
51.97884,-2.126464,64,21.1,10,186.7,,14 / 24,2416046,2019-08-16 12:09:40:415,0.3176,-0.1493,9.5566,-0.0034,-0.0288,9.8066,-0.0234,-0.0448,0.0138,-28.41,6.78,6.83,193.77,3.87,-0.08
51.97884,-2.126464,64,21.1,10,186.7,,14 / 24,2416147,2019-08-16 12:09:40:516,0.2232,-0.211,9.9217,0.0235,-0.0373,9.8066,-0.0234,-0.0448,0.0138,-28.41,6.78,6.83,193.77,3.87,-0.08
51.97864,-2.126471,65,21.17,9,186.4,,14 / 24,2416246,2019-08-16 12:09:40:615,0.2915,-0.0957,9.3547,0.0122,0.0004,9.8066,-0.0149,-0.016,0.0074,-28.35,7.69,6.08,196.14,3.95,-0.33
51.97864,-2.126471,65,21.17,9,186.4,,14 / 24,2416345,2019-08-16 12:09:40:714,-0.065,0.2463,9.1386,0.0171,0.0151,9.8066,0.0277,0,0.0042,-28.71,6.98,5.2,196.14,3.95,-0.33
51.97864,-2.126471,65,21.17,9,186.4,,14 / 24,2416446,2019-08-16 12:09:40:815,-0.0952,0.3652,9.5971,-0.0027,0.0282,9.8066,0.0139,0.0415,0.0245,-28.42,7.32,6.21,194.24,3.98,-0.17
51.97864,-2.126471,65,21.17,9,186.4,,14 / 24,2416545,2019-08-16 12:09:40:914,-0.3862,0.1941,10.1344,-0.022,0.0137,9.8066,0.0021,0.033,0.0053,-28.41,6.78,6.83,194.24,3.98,-0.17
51.97864,-2.126471,65,21.17,9,186.4,,14 / 24,2416645,2019-08-16 12:09:41:014,0.0072,-0.1275,9.9244,-0.0221,-0.0034,9.8066,0.0139,0.0543,-0.0032,-28.38,6.24,7.44,192.31,3.77,-0.01
51.97864,-2.126471,65,21.17,9,186.4,,14 / 24,2416746,2019-08-16 12:09:41:115,-0.1729,-0.3479,9.9607,-0.0435,-0.0125,9.8065,-0.0256,0.0255,0.0117,-28.38,6.24,7.44,192.31,3.77,-0.01
51.97864,-2.126471,65,21.17,9,186.4,,14 / 24,2416845,2019-08-16 12:09:41:214,-0.2835,0.0687,9.7853,-0.0211,-0.0053,9.8066,-0.016,0.0181,-0.0011,-28.39,7.05,6.66,194.26,3.5,-0.03
51.97864,-2.126471,65,21.17,9,186.4,,14 / 24,2416945,2019-08-16 12:09:41:314,-0.0909,-0.1492,9.799,-0.0239,-0.0111,9.8066,-0.016,0.0181,-0.0011,-28.49,6.04,7.2,194.26,3.5,-0.03
51.97864,-2.126471,65,21.17,9,186.4,,14 / 24,2417045,2019-08-16 12:09:41:414,-0.3519,0.4414,9.1944,0.0241,0.0002,9.8066,-0.0351,-0.0672,0.0021,-28.39,6.53,7.17,194.25,3.35,-0.06
51.97864,-2.126471,65,21.17,9,186.4,,14 / 24,2417145,2019-08-16 12:09:41:514,-0.0738,0.3873,9.496,0.041,0.0066,9.8066,-0.033,-0.0299,0.0234,-28.44,6.93,6.55,194.26,3.59,-0.08
51.97849,-2.126512,61,20.93,9,186.3,,14 / 24,2417245,2019-08-16 12:09:41:614,-0.24,0.2921,9.5377,0.0033,-0.0164,9.8066,0.0192,0.0138,-0.0096,-28.44,6.93,6.55,194.26,3.59,-0.08
51.97849,-2.126512,61,20.93,9,186.3,,14 / 24,2417345,2019-08-16 12:09:41:714,-0.3101,0.3447,10.6653,-0.0063,-0.0402,9.8066,-0.0085,0.0383,0,-28.15,7.78,6.85,196.14,3.5,-0.3
51.97849,-2.126512,61,20.93,9,186.3,,14 / 24,2417445,2019-08-16 12:09:41:814,-0.0916,-0.0906,10.6695,-0.0127,0.0027,9.8066,0.032,-0.0214,-0.0224,-28.15,7.78,6.85,196.14,3.5,-0.3
51.97849,-2.126512,61,20.93,9,186.3,,14 / 24,2417545,2019-08-16 12:09:41:914,-0.0674,-0.3875,8.6027,-0.0364,-0.0273,9.8065,0.0107,0.0202,-0.0118,-28.08,7.62,7.31,196.14,3.43,-0.26
51.97849,-2.126512,61,20.93,9,186.3,,14 / 24,2417645,2019-08-16 12:09:42:014,0.0486,-0.6271,9.9635,-0.0048,-0.0033,9.8066,-0.0458,0.017,0.0074,-28.39,7.31,6.38,194.15,3.19,-0.36
51.97849,-2.126512,61,20.93,9,186.3,,14 / 24,2417745,2019-08-16 12:09:42:114,-0.0749,-0.1962,10.2035,-0.0045,-0.0215,9.8066,-0.0458,0.017,0.0074,-28.2,7.4,7.09,194.15,3.19,-0.36
51.97849,-2.126512,61,20.93,9,186.3,,14 / 24,2417846,2019-08-16 12:09:42:215,-0.0809,0.2833,10.3083,0.0097,-0.0183,9.8066,-0.0096,-0.0224,-0.0075,-28.2,7.4,7.09,194.15,3.19,-0.36
51.97849,-2.126512,61,20.93,9,186.3,,14 / 24,2417945,2019-08-16 12:09:42:314,0.5362,-0.2056,8.4926,-0.0055,-0.0126,9.8066,-0.0138,0.0159,0.0021,-28.32,7.16,6.85,194.14,3.21,-0.47
51.97849,-2.126512,61,20.93,9,186.3,,14 / 24,2418046,2019-08-16 12:09:42:415,0.3419,-0.097,9.3815,0.0028,0.0015,9.8067,0.0384,-0.0299,0.0064,-28.56,7.04,5.9,193.65,3.23,-0.47
51.97849,-2.126512,61,20.93,9,186.3,,14 / 24,2418146,2019-08-16 12:09:42:515,-0.3267,0.2053,9.9451,0.0087,0.0209,9.8066,0.0011,-0.0054,0.0053,-28.56,7.04,5.9,193.65,3.23,-0.47
51.978306,-2.126567,60,21.19,10,186.7,,14 / 24,2418246,2019-08-16 12:09:42:615,0.1978,0.142,9.6071,0.0104,0.0229,9.8066,-0.0085,-0.0086,-0.0011,-28.24,7.8,6.43,196.09,3.31,-0.36
51.978306,-2.126567,60,21.19,10,186.7,,14 / 24,2418345,2019-08-16 12:09:42:714,0.232,-0.0691,10.0771,0.0008,0.0277,9.8066,-0.0021,0.0021,-0.0107,-28.42,7.71,5.74,196.12,3.36,-0.21
51.978306,-2.126567,60,21.19,10,186.7,,14 / 24,2418445,2019-08-16 12:09:42:814,-0.2143,0.0918,10.0386,-0.0144,-0.017,9.8066,-0.0021,0.0021,-0.0107,-28.8,6.97,4.66,196.12,3.36,-0.21
51.978306,-2.126567,60,21.19,10,186.7,,14 / 24,2418545,2019-08-16 12:09:42:914,-0.4056,0.103,9.6179,-0.0316,-0.046,9.8065,-0.0085,-0.0118,0.0021,-28.8,6.97,4.66,196.12,3.36,-0.21
51.978306,-2.126567,60,21.19,10,186.7,,14 / 24,2418645,2019-08-16 12:09:43:014,-0.1321,0.1923,9.8813,0.0076,0.0099,9.8066,0.0075,0.0106,0.017,-28.49,6.89,6.4,194.11,3.01,-0.49
51.978306,-2.126567,60,21.19,10,186.7,,14 / 24,2418745,2019-08-16 12:09:43:114,-0.3488,0.1601,11.0819,0.0056,0.0148,9.8066,0.032,-0.0352,0.0064,-28.47,6.88,6.48,194.12,3.07,-0.45
51.978306,-2.126567,60,21.19,10,186.7,,14 / 24,2418845,2019-08-16 12:09:43:214,0.1876,0.1278,10.1517,0.0111,0.0381,9.8066,0.0171,0.0394,0.0053,-28.35,7.39,6.46,194.17,3.18,-0.25
51.978306,-2.126567,60,21.19,10,186.7,,14 / 24,2418945,2019-08-16 12:09:43:314,0.1594,0.1241,9.802,0.0138,0.0077,9.8066,0.0554,-0.0341,-0.0245,-28.35,7.39,6.46,194.17,3.18,-0.25
51.978306,-2.126567,60,21.19,10,186.7,,14 / 24,2419045,2019-08-16 12:09:43:414,0.5401,-0.1597,10.2929,-0.0012,-0.0131,9.8066,-0.0245,0.0085,0.0202,-28.18,7.94,6.54,196.14,3.27,-0.22
51.978306,-2.126567,60,21.19,10,186.7,,14 / 24,2419145,2019-08-16 12:09:43:514,0.2964,-0.0661,10.0276,-0.0313,-0.0297,9.8066,0.0043,0.0159,0.0191,-28.22,7.35,7.05,194.16,3.05,-0.34
51.97811,-2.12659,60,21.27,10,186.5,,14 / 24,2419246,2019-08-16 12:09:43:615,-0.5401,-0.1047,10.3143,-0.0324,-0.0036,9.8066,0.0043,0.0159,0.0191,-28.73,6.82,5.27,194.16,3.05,-0.34
51.97811,-2.12659,60,21.27,10,186.5,,14 / 24,2419345,2019-08-16 12:09:43:714,0.0825,-0.0557,9.3766,-0.0521,-0.0106,9.8065,0.0053,0,-0.0192,-28.73,6.82,5.27,194.16,3.05,-0.34
51.97811,-2.12659,60,21.27,10,186.5,,14 / 24,2419446,2019-08-16 12:09:43:815,0.1249,0.2115,9.389,0.0161,-0.011,9.8066,0.0043,-0.0299,0.0191,-28.39,6.74,6.96,194.14,2.74,-0.32
51.97811,-2.12659,60,21.27,10,186.5,,14 / 24,2419546,2019-08-16 12:09:43:915,0.2479,0.0277,10.3063,0.0641,0.0038,9.8064,0.0203,-0.0725,0.0064,-28.45,7.42,5.95,194.11,2.81,-0.41
51.97811,-2.12659,60,21.27,10,186.5,,14 / 24,2419645,2019-08-16 12:09:44:014,0.3164,-0.2265,9.2009,0.1021,0.012,9.8061,0.0139,0.0053,0.0074,-28.58,6.91,5.97,193.66,3.41,-0.49
51.97811,-2.12659,60,21.27,10,186.5,,14 / 24,2419746,2019-08-16 12:09:44:115,0.1352,-0.0277,9.7719,-0.024,-0.0016,9.8066,0.0075,0.0436,0.0042,-28.58,6.91,5.97,193.66,3.41,-0.49
51.97811,-2.12659,60,21.27,10,186.5,,14 / 24,2419846,2019-08-16 12:09:44:215,-0.2216,-0.1785,10.8084,-0.066,0.0005,9.8064,0.016,-0.0256,-0.0107,-28.2,7.35,7.13,194.14,3.03,-0.39
51.97811,-2.12659,60,21.27,10,186.5,,14 / 24,2419945,2019-08-16 12:09:44:314,0.309,-0.3488,8.2599,-0.0216,0.0198,9.8066,-0.0032,-0.0203,0.0053,-28.47,6.88,6.48,194.14,2.95,-0.3
51.97811,-2.12659,60,21.27,10,186.5,,14 / 24,2420045,2019-08-16 12:09:44:414,-0.267,0.2763,10.0772,-0.0339,0.0178,9.8066,-0.0096,0.0649,-0.0011,-28.47,6.88,6.48,194.14,2.95,-0.3
51.97811,-2.12659,60,21.27,10,186.5,,14 / 24,2420145,2019-08-16 12:09:44:514,-0.2363,0.0251,9.9779,-0.0229,-0.0157,9.8066,-0.0096,0.0649,-0.0011,-28.33,7.38,6.54,194.18,2.78,-0.15
51.97792,-2.126622,60,21.36,10,186.5,,14 / 24,2420245,2019-08-16 12:09:44:614,-0.2697,0.2202,11.1669,0.0132,-0.003,9.8066,0.0192,-0.0267,-0.0118,-28.39,7.26,6.43,194.14,2.63,-0.21
51.97792,-2.126622,60,21.36,10,186.5,,14 / 24,2420345,2019-08-16 12:09:44:714,-0.2899,0.4575,9.7222,0.0466,0.0116,9.8065,0.0533,-0.0277,-0.0032,-28.55,7.44,5.43,193.67,2.91,-0.21
51.97792,-2.126622,60,21.36,10,186.5,,14 / 24,2420446,2019-08-16 12:09:44:815,0.0585,0.1477,8.8409,0.0278,-0.0224,9.8066,-0.0266,-0.0128,-0.0054,-28.55,7.44,5.43,193.67,2.91,-0.21
51.97792,-2.126622,60,21.36,10,186.5,,14 / 24,2420546,2019-08-16 12:09:44:915,0.0106,0.3126,9.4122,0.0084,-0.0211,9.8066,-0.0682,-0.0107,0.0213,-28.6,7.32,5.34,193.65,3.03,-0.38
51.97792,-2.126622,60,21.36,10,186.5,,14 / 24,2420645,2019-08-16 12:09:45:014,0.3739,-0.0817,9.1633,0.0248,-0.0389,9.8065,0.0277,-0.0714,0.0042,-28.69,6.94,5.36,193.61,3.12,-0.63
51.97792,-2.126622,60,21.36,10,186.5,,14 / 24,2420746,2019-08-16 12:09:45:115,0.0588,-0.1707,10.4676,-0.0017,0.0151,9.8066,0.0203,0.0159,-0.0096,-28.69,6.94,5.36,193.61,3.12,-0.63
51.97792,-2.126622,60,21.36,10,186.5,,14 / 24,2420845,2019-08-16 12:09:45:214,0.285,-0.3285,10.0412,-0.0248,-0.0006,9.8066,0.0075,0.034,-0.0128,-28.33,7.38,6.54,194.09,2.98,-0.6
51.97792,-2.126622,60,21.36,10,186.5,,14 / 24,2420946,2019-08-16 12:09:45:315,0.1557,0.146,9.8051,0.0159,0.0192,9.8066,0.0075,0.034,-0.0128,-28.62,7.32,5.25,193.59,2.86,-0.65
51.97792,-2.126622,60,21.36,10,186.5,,14 / 24,2421045,2019-08-16 12:09:45:414,-0.0825,-0.0289,9.6096,0.0272,0.031,9.8066,0.0224,-0.0288,0.0032,-28.62,7.32,5.25,193.59,2.86,-0.65
51.97792,-2.126622,60,21.36,10,186.5,,14 / 24,2421145,2019-08-16 12:09:45:514,0.0041,-0.1939,9.8317,-0.004,-0.0082,9.8066,-0.0074,0.0053,0.0138,-28.6,7.32,5.34,193.63,3.06,-0.51
51.977722,-2.126634,59,21.57,10,186.4,,14 / 24,2421245,2019-08-16 12:09:45:614,0.0164,-0.2466,9.1509,-0.0034,-0.0049,9.8066,-0.0011,-0.0214,0.0159,-28.82,6.84,4.76,193.62,3.03,-0.55
51.977722,-2.126634,59,21.57,10,186.4,,14 / 24,2421345,2019-08-16 12:09:45:714,0.0915,0.0652,10.2301,0.0229,0.0083,9.8066,0.0043,-0.0246,-0.0011,-28.82,6.84,4.76,193.62,3.03,-0.55
51.977722,-2.126634,59,21.57,10,186.4,,14 / 24,2421445,2019-08-16 12:09:45:814,0.1132,0.2391,9.9616,0.0248,0.0179,9.8066,0.0235,0.0298,-0.0075,-28.58,6.91,5.97,193.64,3.17,-0.54
51.977722,-2.126634,59,21.57,10,186.4,,14 / 24,2421546,2019-08-16 12:09:45:915,0.0343,-0.103,9.9116,-0.0003,0.016,9.8066,0.0043,0.0692,-0.0075,-28.56,6.91,6.06,193.64,3.17,-0.54
51.977722,-2.126634,59,21.57,10,186.4,,14 / 24,2421646,2019-08-16 12:09:46:015,0.1415,0.1089,9.5307,-0.0427,-0.0144,9.8065,0.0043,0.0692,-0.0075,-28.67,6.93,5.45,193.65,3.19,-0.45
51.977722,-2.126634,59,21.57,10,186.4,,14 / 24,2421745,2019-08-16 12:09:46:114,-0.1004,0.1458,10.0544,-0.043,-0.0146,9.8065,-0.0192,0.0106,0.0053,-28.37,7.78,5.9,196.04,2.92,-0.47
51.977722,-2.126634,59,21.57,10,186.4,,14 / 24,2421845,2019-08-16 12:09:46:214,-0.3958,0.0178,10.1303,0.0406,-0.0163,9.8066,-0.0256,-0.016,-0.0054,-28.37,7.78,5.9,196.04,2.92,-0.47
51.977722,-2.126634,59,21.57,10,186.4,,14 / 24,2421945,2019-08-16 12:09:46:314,0.0176,0.0929,10.056,-0.0129,-0.019,9.8066,-0.0202,0.0106,-0.0086,-28.49,7.29,5.93,194.09,3.12,-0.63
51.977722,-2.126634,59,21.57,10,186.4,,14 / 24,2422045,2019-08-16 12:09:46:414,0.2615,-0.4331,9.2939,-0.0173,-0.0187,9.8066,0.0043,0.0106,-0.0054,-28.49,6.76,6.54,194.09,3.12,-0.63
51.977722,-2.126634,59,21.57,10,186.4,,14 / 24,2422145,2019-08-16 12:09:46:514,0.5459,-0.2399,9.5787,0.0325,-0.006,9.8066,0.0405,-0.0139,-0.0149,-28.72,6.29,5.98,191.69,3,-0.71
51.977528,-2.126638,58,21.68,10,186.1,,14 / 24,2422246,2019-08-16 12:09:46:615,0.1014,-0.14,9.183,0.0383,0.0046,9.8066,0,-0.0395,0.0117,-28.55,7.44,5.43,191.69,3,-0.71
51.977528,-2.126638,58,21.68,10,186.1,,14 / 24,2422346,2019-08-16 12:09:46:715,0.2158,-0.054,9.4206,0.0354,0.0214,9.8066,0.0149,-0.0075,0.0074,-28.61,6.79,5.96,193.62,3.23,-0.63
51.977528,-2.126638,58,21.68,10,186.1,,14 / 24,2422445,2019-08-16 12:09:46:814,-0.0945,0.1698,10.1356,-0.017,0.0181,9.8066,0.0149,-0.0075,0.0074,-28.6,7.32,5.34,193.62,3.23,-0.63
51.977528,-2.126638,58,21.68,10,186.1,,14 / 24,2422545,2019-08-16 12:09:46:914,-0.2618,0.3145,9.0658,-0.0073,0.0259,9.8066,-0.0213,-0.0331,-0.0064,-28.6,7.32,5.34,193.62,3.23,-0.63
51.977528,-2.126638,58,21.68,10,186.1,,14 / 24,2422646,2019-08-16 12:09:47:015,-0.0342,0.0417,10.0478,-0.0164,0.0171,9.8066,-0.0245,0.0351,-0.0043,-28.81,6.84,4.84,193.63,3.16,-0.51
51.977528,-2.126638,58,21.68,10,186.1,,14 / 24,2422746,2019-08-16 12:09:47:115,0.1958,-0.0463,8.1546,-0.0024,0.0027,9.8067,-0.017,0.082,0.0191,-28.7,7.34,4.74,193.63,3.16,-0.51
51.977528,-2.126638,58,21.68,10,186.1,,14 / 24,2422845,2019-08-16 12:09:47:214,-0.0378,0.641,9.5523,-0.0065,-0.0079,9.8066,-0.0415,-0.0373,0.0085,-28.72,6.82,5.36,193.62,3.11,-0.54
51.977528,-2.126638,58,21.68,10,186.1,,14 / 24,2422945,2019-08-16 12:09:47:314,-0.1308,0.0437,9.6368,0.0205,0.0218,9.8066,-0.0074,0.0298,-0.0363,-28.41,7.94,5.49,196.05,3.26,-0.45
51.977528,-2.126638,58,21.68,10,186.1,,14 / 24,2423045,2019-08-16 12:09:47:414,0.4472,-0.4976,9.5643,-0.0128,-0.0259,9.8066,-0.0405,-0.0235,0.0159,-28.41,7.94,5.49,196.05,3.26,-0.45
51.977528,-2.126638,58,21.68,10,186.1,,14 / 24,2423145,2019-08-16 12:09:47:514,0.2876,-0.3971,9.9618,0.0022,-0.0162,9.8066,-0.0405,-0.0235,0.0159,-28.76,6.96,4.93,196.05,3.26,-0.45
51.97732,-2.126643,59,21.8,9,185.6,,14 / 24,2423245,2019-08-16 12:09:47:614,0.0453,0.099,9.9091,-0.0018,0.0397,9.8066,0.0458,-0.0011,0.0191,-28.76,6.96,4.93,193.63,3.24,-0.54
51.97732,-2.126643,59,21.8,9,185.6,,14 / 24,2423345,2019-08-16 12:09:47:714,0.0387,0.2979,9.7054,-0.0218,0.0093,9.8066,0.0021,0.0458,0.0064,-28.59,7.31,5.42,193.67,3.29,-0.32
51.97732,-2.126643,59,21.8,9,185.6,,14 / 24,2423445,2019-08-16 12:09:47:814,0.0813,0.0117,9.2071,-0.0212,0.0086,9.8066,0.0117,0.0372,-0.0043,-28.42,7.41,6.12,194.17,3.18,-0.24
51.97732,-2.126643,59,21.8,9,185.6,,14 / 24,2423545,2019-08-16 12:09:47:914,0.1452,0.358,9.7838,-0.0009,0.004,9.8066,0.0235,-0.0235,0,-28.42,7.41,6.12,194.17,3.18,-0.24
51.97732,-2.126643,59,21.8,9,185.6,,14 / 24,2423645,2019-08-16 12:09:48:014,-0.0202,0.1737,9.3681,0.0129,0.0166,9.8066,-0.0042,0.0277,0.0085,-28.29,7.37,6.71,194.2,3.18,-0.21
51.97732,-2.126643,59,21.8,9,185.6,,14 / 24,2423745,2019-08-16 12:09:48:114,-0.0884,0.1851,9.435,0.0217,0.0221,9.8066,-0.0256,-0.0043,0.0191,-28.59,6.79,6.04,193.73,3.33,-0.12
51.97732,-2.126643,59,21.8,9,185.6,,14 / 24,2423845,2019-08-16 12:09:48:214,0.0383,0.1938,9.932,0.0206,0.0098,9.8066,0.0053,-0.0704,0.0181,-28.41,6.87,6.74,194.23,3.28,-0.11
51.97732,-2.126643,59,21.8,9,185.6,,14 / 24,2423945,2019-08-16 12:09:48:314,0.2621,-0.1414,9.1354,0.0279,0.0288,9.8066,0.0053,-0.0704,0.0181,-28.41,6.87,6.74,194.23,3.28,-0.11
51.97732,-2.126643,59,21.8,9,185.6,,14 / 24,2424046,2019-08-16 12:09:48:415,0.037,-0.177,9.7876,0.009,0.0175,9.8066,0.0075,-0.0192,0.0074,-28.41,6.87,6.74,194.27,3.48,0.01
51.97732,-2.126643,59,21.8,9,185.6,,14 / 24,2424145,2019-08-16 12:09:48:514,0.0274,-0.1817,10.1755,-0.0159,0.0059,9.8066,0.0298,0.0351,-0.0128,-28.4,7.4,6.2,194.25,3.4,0.07
51.977127,-2.126685,58,21.89,10,185.5,,14 / 24,2424245,2019-08-16 12:09:48:614,-0.0583,-0.0465,9.7677,-0.0283,-0.0055,9.8066,-0.001,0.0607,0.0117,-28.4,7.4,6.2,194.25,3.4,0.07
51.977127,-2.126685,58,21.89,10,185.5,,14 / 24,2424345,2019-08-16 12:09:48:714,-0.0378,-0.0994,9.9288,-0.0148,0.0087,9.8066,-0.0085,0.0255,0.0255,-28.61,6.5,6.27,193.76,3.23,0.08
51.977127,-2.126685,58,21.89,10,185.5,,14 / 24,2424445,2019-08-16 12:09:48:814,0.1657,-0.1521,8.8883,-0.0075,0.0142,9.8066,0.0213,-0.097,0.017,-28.06,6.92,8.04,193.76,3.23,0.08
51.977127,-2.126685,58,21.89,10,185.5,,14 / 24,2424547,2019-08-16 12:09:48:916,-0.2925,0.3847,8.4955,0.023,0.0332,9.8066,-0.0841,-0.016,0.0159,-28.28,6.84,7.33,194.32,3.4,0.24
51.977127,-2.126685,58,21.89,10,185.5,,14 / 24,2424645,2019-08-16 12:09:49:014,-0.0829,0.4297,9.9261,0.0371,-0.0122,9.8066,-0.0032,-0.0256,0,-28.53,6.36,6.77,191.91,3.6,0.11
51.977127,-2.126685,58,21.89,10,185.5,,14 / 24,2424745,2019-08-16 12:09:49:114,0.5351,-0.2975,8.9544,0.0279,-0.0288,9.8066,-0.0032,-0.0256,0,-28.53,6.36,6.77,191.91,3.6,0.11
51.977127,-2.126685,58,21.89,10,185.5,,14 / 24,2424845,2019-08-16 12:09:49:214,-0.1188,-0.0363,9.9829,-0.0244,-0.0053,9.8066,0.0458,0.0511,0,-28.8,6.67,5.13,193.71,3.75,-0.25
51.977127,-2.126685,58,21.89,10,185.5,,14 / 24,2424946,2019-08-16 12:09:49:315,-0.176,0.2632,9.8149,-0.0738,-0.0266,9.8063,-0.0138,0.0713,-0.0022,-28.76,6.41,5.65,193.71,3.75,-0.25
51.977127,-2.126685,58,21.89,10,185.5,,14 / 24,2425045,2019-08-16 12:09:49:414,-0.1257,-0.1118,10.1085,-0.0031,-0.0036,9.8067,-0.001,-0.0064,0.0181,-28.49,6.12,7.12,192.21,3.3,-0.3
51.977127,-2.126685,58,21.89,10,185.5,,14 / 24,2425145,2019-08-16 12:09:49:514,0.3229,0.0043,10.3986,0.0458,0.0276,9.8065,0.0405,-0.0874,0.0074,-28.49,6.12,7.12,192.21,3.3,-0.3
51.976933,-2.126717,59,21.76,9,185.5,,14 / 24,2425246,2019-08-16 12:09:49:615,-0.2196,-0.2798,9.6329,0,-0.0015,9.8067,-0.0032,-0.064,0.0223,-28.4,6.87,6.82,194.23,3.59,-0.2
51.976933,-2.126717,59,21.76,9,185.5,,14 / 24,2425345,2019-08-16 12:09:49:714,-0.0739,-0.1069,9.7663,-0.0174,-0.0023,9.8066,0.0043,0.0085,0.0085,-28.76,6.41,5.65,191.82,3.49,-0.19
51.976933,-2.126717,59,21.76,9,185.5,,14 / 24,2425446,2019-08-16 12:09:49:815,0.1875,0.1277,9.8356,-0.0071,0.0099,9.8066,0.0245,-0.0182,-0.0086,-28.76,6.41,5.65,191.82,3.49,-0.19
51.976933,-2.126717,59,21.76,9,185.5,,14 / 24,2425545,2019-08-16 12:09:49:914,0.2736,-0.1689,9.9796,0.0325,0.0094,9.8066,0.0245,-0.0182,-0.0086,-28.63,6.92,5.71,193.74,3.46,-0.12
51.976933,-2.126717,59,21.76,9,185.5,,14 / 24,2425645,2019-08-16 12:09:50:014,-0.0155,-0.1864,9.771,0.039,0.0053,9.8066,-0.0032,0.0276,-0.0086,-28.7,7.07,5.1,193.72,3.69,-0.15
51.976933,-2.126717,59,21.76,9,185.5,,14 / 24,2425746,2019-08-16 12:09:50:115,0.0235,-0.0998,10.3116,-0.0411,-0.006,9.8066,0,0.033,0.0117,-28.59,7.05,5.72,193.72,3.69,-0.15
51.976933,-2.126717,59,21.76,9,185.5,,14 / 24,2425845,2019-08-16 12:09:50:214,-0.2006,0.4052,10.7754,-0.0804,0.0154,9.8063,0.0181,-0.0309,0.0181,-28.59,7.05,5.72,193.72,3.69,-0.15
51.976933,-2.126717,59,21.76,9,185.5,,14 / 24,2425945,2019-08-16 12:09:50:314,0.0107,-0.0841,9.7191,0.0225,0.0086,9.8066,-0.0149,-0.0288,-0.0096,-28.96,6,5.05,191.83,3.25,0.05
51.976933,-2.126717,59,21.76,9,185.5,,14 / 24,2426045,2019-08-16 12:09:50:414,0.0686,-0.2504,9.5373,0.0185,-0.0073,9.8066,0.0043,-0.0086,0,-28.54,6.03,6.99,191.89,3.39,0.08
51.976933,-2.126717,59,21.76,9,185.5,,14 / 24,2426145,2019-08-16 12:09:50:514,-0.091,0.0782,10.7303,0.0242,-0.0158,9.8066,0.0075,0.0234,0.0021,-28.68,6.61,5.83,193.75,3.51,-0.04
51.976727,-2.126749,59,21.77,9,185.4,,14 / 24,2426245,2019-08-16 12:09:50:614,0.0032,0.0152,9.7886,0.0173,0.0019,9.8066,0.0107,-0.0128,0.0021,-28.68,6.61,5.83,193.75,3.51,-0.04
51.976727,-2.126749,59,21.77,9,185.4,,14 / 24,2426345,2019-08-16 12:09:50:714,-0.0212,-0.09,9.2534,-0.022,0.0079,9.8066,-0.0117,0.0575,0.0042,-28.81,5.43,6.38,189.92,3.61,-0.06
